id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5506.0,** Fort Hill Inn Private! Minutes to center!**,8229,Terry,Roxbury,42.32844,-71.09581,Entire home/apt,139.0,3,123,4/24/2024,0.66,10,112,5,STR-490093
6695.0,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",8229,Terry,Roxbury,42.32802,-71.09387,Entire home/apt,179.0,3,128,4/16/2024,0.71,10,79,4,STR-491702
40601.0,Private room & bath - Jamaica Plain,174986,Robert,Jamaica Plain,42.31347,-71.11082,Private room,100.0,29,99,5/5/2024,0.59,1,113,5,STR-551851
45987.0,Garden Studio,205107,Atef,Charlestown,42.37424,-71.06081,Entire home/apt,100.0,29,139,6/18/2024,0.83,1,55,3,STR-409822
47521.0,"Private Room, shared bath in Victorian House/ 1",119019,Hermina,Dorchester,42.29871,-71.05954,Private room,100.0,1,333,11/5/2023,1.98,8,348,1,STR-492781
60029.0,Room in geographical heart of Hub,255183,Michelle,Roxbury,42.32546,-71.08894,Private room,80.0,29,145,2/29/2024,0.88,5,139,2,STR-415714
69369.0,Entire two-bedroom apartment near Longwood,255183,Michelle,Roxbury,42.32546,-71.08894,Entire home/apt,100.0,29,118,11/15/2019,0.74,5,92,0,STR-415714
77681.0,Waterfall Room: Bunker Hill B&B,416912,Christiane,Charlestown,42.37865,-71.06373,Private room,140.0,29,71,11/4/2023,0.46,1,294,6,STR-415924
77691.0,Private room in Victorian house,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,100.0,1,300,1/12/2024,1.85,8,347,1,STR-492781
163941.0,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,Terry,Roxbury,42.32806,-71.09423,Entire home/apt,275.0,3,275,5/27/2024,1.76,10,79,14,STR-446659
179244.0,Beautiful room with private bath/#2,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,70.0,1,110,1/1/2024,0.71,8,73,1,STR-457920
179245.0,Private Room & private bath in Townhouse,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,70.0,1,65,12/29/2023,0.42,8,0,1,Exempt: This listing is a hotel or motel
197972.0,Serene Studio in a Perfect Location,965697,Chris & Kristina,Jamaica Plain,42.31533,-71.11025,Entire home/apt,142.0,3,502,6/18/2024,3.25,2,64,41,STR-409453
205894.0,Large bedroom in Victorian House/Room D,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,101.0,1,217,5/19/2024,1.39,8,158,2,STR-457920
210097.0,Treetop Haven in the City,1035747,Maria Elena,Jamaica Plain,42.31685,-71.10867,Entire home/apt,141.0,3,299,6/5/2024,1.92,1,124,28,STR-545902
220676.0,Private room off the Freedom Trail.,1144302,Howard,North End,42.36614,-71.05226,Private room,195.0,3,330,6/14/2024,2.13,1,21,22,STR-454055
257588.0,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,South Boston,42.33255,-71.04125,Entire home/apt,314.0,2,479,6/14/2024,3.3,1,187,39,STR-411297
297994.0,Your cozy stay in South Boston,1536237,Albert,South Boston,42.33583,-71.05271,Entire home/apt,190.0,3,55,5/30/2024,0.37,1,29,14,STR-564151
377474.0,Cozy Room in Beautiful Victorian House /E,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,50.0,1,81,6/16/2024,0.56,8,299,35,STR-492781
447826.0,"Sweet Little House in JP, Boston",2053557,Hilary,Jamaica Plain,42.31658,-71.11012,Private room,75.0,5,402,6/11/2024,2.75,1,171,27,STR-459697
611081.0,Houseboat in Boston Harbor,3029783,Deborah,Charlestown,42.37579,-71.04981,Entire home/apt,221.0,2,112,6/6/2024,1.18,3,278,33,STR-416892
619142.0,Getaway in Historic Charlestown,501427,Joe,Charlestown,42.377338,-71.063095,Entire home/apt,175.0,3,184,6/15/2024,1.27,1,3,15,STR-529113
708802.0,Boston / Charlestown Apartment,3648427,Gerard  And Marie,Charlestown,42.3782692,-71.06332397,Entire home/apt,218.0,2,458,6/17/2024,3.22,1,190,37,STR-401905
750438.0,Private room/bath 7 min to subway verdant/peaceful,3945438,Lisa,Jamaica Plain,42.30733,-71.11129,Private room,93.0,2,278,6/17/2024,2.07,1,321,27,STR-523680
753446.0,6 miles away from downtown Boston!,3962517,Sami,Roslindale,42.28573,-71.12334,Private room,55.0,91,142,7/27/2019,1.33,1,365,0,STR-397984
801680.0,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,Terry,Roxbury,42.32795,-71.09412,Entire home/apt,166.0,3,70,5/16/2024,0.5,10,87,5,STR446651
820073.0,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,Downtown,42.3558,-71.06104,Entire home/apt,541.0,2,169,6/14/2024,1.24,2,279,65,STR-411359
849408.0,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,Damon,Roslindale,42.29038,-71.13919,Entire home/apt,339.0,4,100,6/1/2024,0.78,2,72,18,STR-456742
891661.0,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,North End,42.3665,-71.05296,Entire home/apt,80.0,29,614,10/28/2023,4.48,1,100,27,STR-400168
894539.0,Private room in house,4762495,Jennifer,Roslindale,42.29017,-71.13169,Private room,100.0,29,63,8/30/2022,0.48,2,233,0,STR-408484
962610.0,Convenient Boston Hotel Alternative,4434391,Damon,West Roxbury,42.29175,-71.14096,Entire home/apt,135.0,6,97,4/23/2024,0.73,2,48,1,STR-523304
1071235.0,Cozy JP Studio-Great Location!,965697,Chris & Kristina,Jamaica Plain,42.31653,-71.11049,Entire home/apt,136.0,3,352,6/18/2024,2.6,2,83,25,STR-409453
1090545.0,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,1984434,Irene,Back Bay,42.34475,-71.08204,Private room,214.0,29,117,12/6/2019,0.87,1,364,0,STR-398748
1109224.0,4 bedroom Victorian Condo unit,1531239,Lita,Jamaica Plain,42.32031,-71.1129,Entire home/apt,519.0,2,93,5/26/2024,0.71,1,246,5,STR-399217
1130279.0,"North End 3 BR Condo - Spacious, Perfect  Location",2494599,Trisha,North End,42.36489,-71.05198,Entire home/apt,571.0,2,152,6/2/2024,1.13,1,243,33,STR-466324
1275498.0,"The Washington - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34294,-71.07304,Entire home/apt,264.0,2,108,6/6/2024,0.82,7,156,18,Exempt: This listing is a hotel or motel
1321422.0,2 bedroom 1st Floor Apartment in Savin Hill,6608084,CarneyFamily,Dorchester,42.30907,-71.04674,Entire home/apt,140.0,2,640,6/14/2024,4.81,2,15,40,STR-487240
1374434.0,"Authentic Boston, cozy room",255183,Michelle,Roxbury,42.32546,-71.08894,Private room,70.0,29,46,12/20/2023,0.35,5,98,2,STR-415714
1403408.0,Big Boston room,255183,Michelle,Roxbury,42.32546,-71.08894,Private room,75.0,29,27,12/23/2023,0.2,5,110,2,STR-415714
1425973.0,Historic brick Victorian row house,1015632,Viktoria,South End,42.34164,-71.07964,Private room,449.0,2,39,10/22/2023,0.3,1,26,2,STR-446784
1472520.0,Andrea's Private Bath T Downtown,6608084,CarneyFamily,Dorchester,42.30856,-71.04646,Private room,73.0,1,690,6/16/2024,5.23,2,12,57,STR-487240
1541166.0,Beautiful Studio 15 min to Downtown,552418,Vanya,Charlestown,42.38324,-71.07852,Entire home/apt,199.0,75,47,3/5/2023,0.36,1,92,0,STR-447717
1545185.0,Large Studio Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,Brighton,42.34873,-71.15693,Entire home/apt,145.0,2,235,6/14/2024,1.8,4,35,13,STR-383211
1596664.0,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,Roxbury,42.3256,-71.09413,Private room,59.0,31,24,3/31/2022,0.32,3,363,0,STR-383293
1644031.0,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,South Boston,42.33835,-71.0472,Private room,132.0,1,529,6/17/2024,5.22,1,44,90,STR-401177
1682936.0,Charming 2 level Apartment,8898973,Adriana & Gianni,Roxbury,42.32382,-71.09641,Entire home/apt,115.0,30,235,5/1/2024,1.87,4,96,3,Exempt: This listing is a unit used for furnished institutional or business stays
1692573.0,Urban oasis trendy JP 'hood - suite,8814724,Kelly,Jamaica Plain,42.31293,-71.11527,Entire home/apt,170.0,2,290,6/17/2024,2.23,1,282,24,STR-447499
1732804.0,Private room/ MUST LOVE DOGS,9090219,Thomas,Dorchester,42.29009,-71.05762,Private room,70.0,1,183,5/20/2024,1.4,1,273,14,STR-456144
1810397.0,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,South End,42.34279,-71.0711,Entire home/apt,985.0,5,50,4/7/2023,0.41,1,359,0,STR-520680
2014882.0,1 bedroom and private bathroom,1521296,Yossi,Brighton,42.34245,-71.15758,Private room,80.0,3,319,6/19/2024,2.62,2,112,26,STR-545004
2021483.0,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,South Boston,42.3358,-71.04948,Entire home/apt,500.0,29,21,5/24/2024,0.22,5,156,4,STR-461452
2021489.0,Spacious Updated Boston Room/Condo,10197317,Shannon,South Boston,42.33375,-71.04767,Private room,220.0,29,85,8/11/2023,0.85,5,362,1,STR-383155
2126053.0,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,Beacon Hill,42.35771,-71.06978,Entire home/apt,190.0,29,124,5/31/2024,1.0,1,245,7,STR-395757
2215762.0,"The Clare - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.342121,-71.075073,Entire home/apt,259.0,3,84,6/3/2024,0.68,7,160,22,Exempt: This listing is a hotel or motel
2277821.0,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,Back Bay,42.34877,-71.08418,Entire home/apt,571.0,10,191,6/3/2024,1.53,19,196,8,STR-441410
2495047.0,"The Tremont - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34309,-71.07316,Entire home/apt,261.0,2,79,5/12/2024,0.66,7,157,12,Exempt: This listing is a hotel or motel
2701124.0,Charlesview Suites Back Bay,13822322,Varouj,Back Bay,42.34492,-71.08482,Entire home/apt,280.0,29,74,7/6/2022,0.62,1,365,0,STR-416239
2886933.0,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,Hyde Park,42.26043,-71.11766,Entire home/apt,260.0,2,126,5/27/2024,1.03,1,48,16,STR-429200
3229255.0,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,Roslindale,42.28657,-71.13236,Entire home/apt,161.0,2,163,6/8/2024,1.35,1,152,23,STR-544893
3294152.0,"Garden Suite near subway, beach",9898255,Jessica,Dorchester,42.31281,-71.06098,Entire home/apt,131.0,2,252,6/2/2024,2.07,3,237,18,STR-547060
3343428.0,"AKBrownstone: custom-built, park garden view by T",11228809,Jonathan,Roxbury,42.32811,-71.09157,Private room,114.0,2,428,6/12/2024,4.15,6,49,65,STR-538100
3441982.0,Urban Travelers Modern Studio,13819661,Jen,Roxbury,42.31907,-71.09252,Entire home/apt,125.0,28,143,6/1/2024,2.05,5,216,10,STR-396299
3602379.0,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,Roxbury,42.32843,-71.09369,Entire home/apt,159.0,2,284,6/2/2024,2.4,5,209,29,STR-528095
3605045.0,Immaculate space with off street parking!,18165984,Stacey,Dorchester,42.28512,-71.07672,Shared room,200.0,29,3,5/19/2019,0.02,1,180,0,STR-460055
3672942.0,Private Boston Antique Suite,18641942,Loretta,West Roxbury,42.27242,-71.16573,Entire home/apt,164.0,2,1,6/2/2024,1.0,1,42,1,STR-563142
3957602.0,"Entire 2nd floor, skylight suite is all yours!",2127414,Katharine (Kit) And Scott,Jamaica Plain,42.31016,-71.10582,Private room,100.0,29,129,9/7/2022,1.08,1,74,0,STR-399287
3968797.0,Sunny bedroom in large quiet house,4762495,Jennifer,Roslindale,42.28969,-71.13183,Private room,95.0,3,70,5/29/2024,0.62,2,189,10,STR-522159
4000384.0,Sunlit room with private bath,10910804,Evelyn,Jamaica Plain,42.31826,-71.09956,Private room,113.0,2,212,6/14/2024,1.78,1,239,31,STR-529704
4090224.0,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,South Boston,42.3357,-71.05395,Entire home/apt,512.0,1,994,6/16/2024,8.41,1,168,134,STR-383708
4105704.0,Sunny Private Studio Aptmt,21299112,Helen,Jamaica Plain,42.30385,-71.1151,Entire home/apt,135.0,3,343,6/15/2024,2.9,1,117,40,STR-539703
4119345.0,Airy new apt for 2-6. Near subway. Free parking.,1414385,Woodruff,Jamaica Plain,42.3106,-71.10853,Entire home/apt,240.0,2,45,6/15/2024,0.39,1,256,29,STR-522672
4150640.0,Beautiful Studio Apt in North End,20857768,Compass,North End,42.36674772,-71.05288415,Entire home/apt,169.0,29,28,6/12/2022,0.24,20,89,0,Exempt: This listing is a unit used for furnished institutional or business stays
4233242.0,Quiet Artist's Retreat,197327,Melissa,Jamaica Plain,42.31246,-71.10793,Private room,105.0,29,48,8/31/2023,0.41,2,188,1,STR-416301
4263736.0,AKBrownstone: Master Suite park view by T,11228809,Jonathan,Roxbury,42.32971,-71.0931,Private room,138.0,2,517,6/6/2024,4.38,6,39,88,STR-538100
4283698.0,Private 1 bedroom w/ kitchenette,333210,Gena & Leon,Roslindale,42.28925,-71.13875,Entire home/apt,73.0,20,65,1/6/2017,0.55,1,187,0,STR-558236
4460532.0,AKBrownstone: modern treetop skyline view by T,11228809,Jonathan,Roxbury,42.32942,-71.09149,Private room,109.0,2,397,6/15/2024,3.39,6,55,71,STR-538100
4461613.0,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,Maverick,Beacon Hill,42.36017,-71.06346,Entire home/apt,219.0,1,208,6/16/2024,1.88,87,289,36,STR-415631
4461846.0,South End Studio Perfect for Work Travel #36,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,219.0,1,102,5/20/2024,0.92,87,353,3,STR-441258
4461901.0,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,275.0,29,172,1/19/2024,1.56,87,298,12,STR-463186
4500409.0,"Stylish Studio in Back Bay, on Newbury St; #1",22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,295.0,29,164,11/9/2023,1.51,87,256,3,STR-445391
4555637.0,AKBrownstone: Loft rooftop views by T,11228809,Jonathan,Roxbury,42.32965,-71.0932,Private room,101.0,2,482,6/14/2024,4.13,6,48,74,STR-538100
4560053.0,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,Terry,Roxbury,42.32397,-71.09085,Entire home/apt,315.0,3,109,5/8/2024,0.94,10,119,6,STR-446652
4566095.0,"The Upton South End, The Copley Suite",5430185,Laura And Olivia,South End,42.34301,-71.07304,Entire home/apt,256.0,120,23,6/2/2024,0.2,7,147,1,Exempt: This listing is a hotel or motel
4568116.0,AKBrownstone: cozy private studio by T,11228809,Jonathan,Roxbury,42.32967,-71.09328,Entire home/apt,148.0,2,786,6/18/2024,6.73,6,44,120,STR-538100
4602191.0,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alex @ Bcohousing,West End,42.36452,-71.06928,Entire home/apt,423.0,75,17,6/4/2021,0.18,11,267,0,Exempt: This listing is a unit used for furnished institutional or business stays
4614037.0,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,East Boston,42.378693,-71.035088,Entire home/apt,254.0,1,389,6/17/2024,3.55,3,311,66,STR-398048
4623114.0,South End Studio Perfect for Work Travel #46,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,219.0,1,160,6/11/2024,1.49,87,362,14,STR-441249
4662379.0,Historic House modernized,24124767,Matt,Brighton,42.34765,-71.15509,Entire home/apt,343.0,2,184,6/16/2024,1.58,2,249,19,STR-470547
4755586.0,One Sweet Place (A) managed by Andrea,24532370,Andrea,Mattapan,42.27667,-71.08169,Private room,29.0,30,23,4/7/2024,0.3,4,229,4,STR-416068
4765070.0,Studio w/ private entrance and bathroom,24584716,Katty,Jamaica Plain,42.32352199,-71.10688328,Entire home/apt,98.0,29,426,6/1/2024,3.69,1,117,33,STR-545228
4909590.0,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,Allston,42.34838,-71.13163,Entire home/apt,99.0,250,346,8/28/2023,3.0,2,40,1,STR-415702
5019306.0,Sunny Duplex Condo + Private Parking,15862012,Vicki,South Boston,42.33257,-71.02959,Entire home/apt,375.0,3,206,6/1/2024,1.82,1,36,20,STR-536179
5047340.0,Spacious Family-Friendly Townhome Near Harvard,10250028,Michelle,Allston,42.35779,-71.13347,Entire home/apt,490.0,1,292,6/10/2024,3.15,2,31,48,STR-411261
5048406.0,3rd floor room in Victorian House,26062958,Yvonne,Dorchester,42.31124,-71.06551,Private room,85.0,29,41,6/18/2023,0.36,2,365,0,STR-415034
5049582.0,Quiet room - Great location!,197327,Melissa,Jamaica Plain,42.31327,-71.10811,Private room,70.0,30,34,5/11/2024,0.31,2,233,4,STR-416301
5054601.0,"Large room with view on Downtown, 27 Dexter Street",26098645,Manuela,South Boston,42.33034,-71.05802,Private room,71.0,5,188,5/25/2024,1.66,5,77,15,STR-524662
5088560.0,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,Roxbury,42.34041,-71.08384,Entire home/apt,600.0,29,100,12/27/2020,0.93,3,318,0,Exempt: This listing is a unit used for furnished institutional or business stays
5124835.0,Massive Loft in Downtown Boston,18252139,Steven,Leather District,42.35217566,-71.05775149,Entire home/apt,529.0,3,8,5/27/2024,1.75,1,41,8,STR-542679
5166870.0,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,Jamaica Plain,42.30542,-71.10409,Entire home/apt,194.0,2,426,6/12/2024,3.73,1,170,63,STR-446628
5203538.0,Beautiful Townhouse Boston's South End,26917979,Jim,South End,42.34024,-71.07483,Entire home/apt,900.0,5,29,6/8/2024,0.26,1,102,10,STR-470244
5434353.0,Quiet  Beauty in Boston,9658771,Anthony,Roslindale,42.28629,-71.13839,Entire home/apt,155.0,29,25,4/30/2021,0.23,2,284,0,STR-445527
5526487.0,*Fort Hill Inn: Penthouse Duplex* Close to Center,28662210,Terry,Mission Hill,42.33211,-71.09842,Entire home/apt,338.0,3,185,6/7/2024,1.68,5,100,28,STR446658
5526514.0,"Fresh! City Loft Apartment,  Minutes to Center!",28662210,Terry,Roxbury,42.3285,-71.09608,Entire home/apt,179.0,3,129,5/10/2024,1.14,5,81,2,STR-446656
5581575.0,Private Entrance * King Beds * Parking * Kid Ready,28766987,Kathy,Back Bay,42.34628,-71.08064,Entire home/apt,275.0,29,211,2/2/2024,2.18,1,136,4,STR-400453
5718801.0,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,147.0,1,153,11/4/2023,1.4,87,207,6,STR-441252
5726250.0,Boston at your doorstep!,29688938,Heather And Mike,Charlestown,42.38118,-71.06073,Entire home/apt,575.0,3,31,8/13/2023,0.28,1,81,3,STR-526971
5768819.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,242.0,29,150,9/17/2023,1.4,87,293,2,STR-463181
5781926.0,City sanctuary - garden terrace - ocean view,29573894,Amy,South Boston,42.33286,-71.04506,Entire home/apt,250.0,3,85,6/13/2024,1.02,1,335,22,STR-398153
5782221.0,"""La Gemma"" - a gem in the North End",18601802,Gina,North End,42.36726,-71.05424,Entire home/apt,330.0,3,286,6/17/2024,2.63,1,47,25,STR-388064
5870922.0,The Nantucket Room near Harvard Square,26956083,Todd,Allston,42.3605,-71.12633,Private room,73.0,3,350,6/7/2024,3.13,5,93,33,STR-383892
5884429.0,"Two Rooms, Private Bath, AC",15396970,Linda,Roslindale,42.28516,-71.13772,Private room,59.0,31,112,8/17/2022,1.01,2,52,0,STR-396424
5974886.0,Serene home w private parking & easy MBTA access,23856705,Christina,Dorchester,42.32426,-71.05869,Entire home/apt,229.0,2,19,6/5/2024,0.17,1,5,14,STR-455594
6066455.0,Large 3.5 BR|2 BA Penthouse Duplex,9410008,Jason,Beacon Hill,42.35964,-71.07094,Entire home/apt,1071.0,7,202,6/7/2024,1.84,19,192,11,STR-441399
6080461.0,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,28662210,Terry,Roxbury,42.32966,-71.09597,Entire home/apt,176.0,3,132,5/23/2024,1.18,5,93,18,STR-446654
6227976.0,Safe Quiet Neighborhood by Harvard,32304279,Charles And Grace,Allston,42.35848,-71.12972,Private room,250.0,2,3,10/19/2016,0.03,2,90,0,STR-416314
6238463.0,Pvt tree top suite in great location,31691830,Penny,Jamaica Plain,42.31583,-71.11448,Private room,129.0,2,343,6/17/2024,3.22,1,55,65,STR-411564
6248970.0,Spacious room convenient to subway,32449720,Shawn,Jamaica Plain,42.31984,-71.10569,Private room,65.0,3,293,5/31/2024,2.65,1,19,21,STR-529435
6261296.0,"Free parking, 1 private room, 1 queen Bed",7614614,Yedan,West Roxbury,42.28951,-71.15657,Private room,60.0,3,108,5/31/2024,0.98,2,13,2,STR-397953
6377998.0,"Family friendly Victorian home, walk to T",987917,Helder,Jamaica Plain,42.31584,-71.09932,Entire home/apt,350.0,29,41,8/28/2023,0.38,1,231,3,STR-416102
6489209.0,"Large room, excellent access, 27 Dexter Street",26098645,Manuela,South Boston,42.33034,-71.05802,Private room,69.0,5,111,6/3/2024,1.01,5,59,18,STR-524662
6544267.0,Urban Oasis / Apartment perfect for work & create,34227346,Kai,Roxbury,42.32932,-71.08925,Entire home/apt,162.0,3,87,5/27/2024,1.15,1,279,17,STR-546631
6646604.0,"Sunny renovated 1 bed, near BC,BU",31340713,Kama,Brighton,42.34118,-71.14678,Entire home/apt,195.0,29,37,12/31/2023,0.34,27,180,4,Exempt: This listing is a unit used for furnished institutional or business stays
6758443.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,148.0,1,252,4/28/2024,2.3,87,263,32,STR-441260
6758462.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,158.0,1,153,5/26/2024,1.74,87,339,18,LB-101763
6758482.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,147.0,29,159,5/13/2023,1.8,87,184,0,STR-463178
6759004.0,Stylish & Comfortable Newbury St Studio; #10,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,337.0,1,259,6/15/2024,2.4,87,268,16,STR-445402
6759439.0,South End Studio Perfect for Work Travel #26,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,197.0,1,105,5/31/2024,1.22,87,360,21,STR-441244
6762011.0,"Heart of South End, Convenient, Comfy Studio #22",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,147.0,1,144,5/27/2024,1.54,87,214,14,LB-101763
6763409.0,"Charming Studio in Boston Brownstone, C.Ave#5",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,327.0,29,258,11/30/2023,2.44,87,287,16,STR-463182
6780077.0,"Treetop and Ocean view, safe, near metro",9898255,Jessica,Dorchester,42.31392,-71.06137,Entire home/apt,160.0,2,103,6/2/2024,1.56,3,306,23,STR-547060
6810723.0,"South End Studio, Ideal for Boston Travelers..# 23",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,145.0,1,135,6/9/2024,1.59,87,276,10,STR-441255
6851459.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,199.0,1,217,6/9/2024,2.04,87,350,38,STR-441245
6851460.0,"Stylish Studio in Boston Brownstone, C.Ave# 21",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,279.0,1,135,6/21/2024,1.28,87,357,19,STR-441240
6879036.0,Stylish Studio on Newbury St; #3,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,337.0,1,260,5/21/2024,2.49,87,259,13,STR-445394
6882615.0,"City Living with a View, Newbury St; #4",22348222,Maverick,Back Bay,42.34979,-71.08262,Entire home/apt,344.0,1,296,4/20/2024,2.83,87,247,20,STR-445396
6908525.0,"Stylish Studio on Newbury St, THIS IS BOSTON!; #12",22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,245.0,29,239,11/22/2023,2.19,87,260,5,STR-445404
6914622.0,"Exquisite Treetop Haven, JP Center, Driveway!",36238599,Julie,Jamaica Plain,42.30849,-71.11721,Entire home/apt,304.0,29,59,11/9/2023,0.54,1,282,5,STR-445548
7222349.0,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Minter,Dorchester,42.29325,-71.05707,Private room,55.0,29,154,9/30/2023,1.46,3,0,1,STR-397983
7239024.0,M&R Quiet Back Room Parking Bathroom,7988017,Minter,Dorchester,42.29348,-71.05569,Private room,106.0,29,240,12/1/2023,2.2,3,292,2,STR-397983
7287822.0,Light and airy separate apt in funky Jamaica Plain,17844905,Susan,Jamaica Plain,42.31572,-71.10847,Entire home/apt,98.0,2,338,6/18/2024,3.14,2,17,51,STR-460147
7310887.0,"Spacious 3 bed, in unit laundry, central Air",38302832,Joel,Brighton,42.34532,-71.13829,Entire home/apt,277.0,3,252,6/6/2024,2.33,1,114,23,STR-532114
7330494.0,Private apartment /parking/cozy garden. STR-398119,38403389,Katarzyna,South Boston,42.33053,-71.05388,Entire home/apt,180.0,4,491,6/9/2024,4.52,1,238,59,STR-398119
7474044.0,Stylish & Comfortable Newbury St Studio; #5,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,280.0,1,148,6/15/2024,1.53,87,286,16,STR-445397
7474855.0,Stylish & Comfortable Newbury St Studio; #11,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,295.0,1,260,5/27/2024,2.61,87,287,27,STR-445403
7475052.0,"Comfortable Studio in Back Bay, on Newbury St; #7",22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,220.0,1,226,5/19/2024,2.29,87,292,24,STR-445399
7475215.0,Comfortable & Stylish Studio on Newbury St; #2,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,280.0,1,216,6/21/2024,2.03,87,253,19,STR-445393
7475379.0,Stylish & Comfortable Newbury St Studio; #6,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,295.0,1,259,6/16/2024,2.49,87,262,13,STR-445403
7475573.0,Charming Studio on Boston's iconic Newbury St; #8,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,295.0,1,324,6/16/2024,3.32,87,260,63,STR-445400
7476340.0,"Charming Studio in Boston Brownstone, #44",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,147.0,1,152,6/15/2024,1.73,87,255,14,LB-101763
7511737.0,Spacious South End Studio w/Boston View #7,22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,197.0,29,247,11/15/2023,2.33,87,286,13,STR-463185
7513605.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,147.0,29,234,12/15/2023,2.22,87,206,16,STR-463179
7513906.0,Charming & Stylish Studio on Beacon Hill; #6,22348222,Maverick,Beacon Hill,42.36017,-71.06346,Entire home/apt,219.0,29,225,11/15/2023,2.13,87,292,16,STR-463199
7514024.0,"Downtown Beacon Hill Convenient, Comfy Studio #14",22348222,Maverick,Beacon Hill,42.36017,-71.06346,Entire home/apt,348.0,29,190,11/9/2023,2.17,87,279,7,STR-463213
