id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18368646.0,"M&R - Private Bdrm Living Room, Bathroom & Parking",7988017,Minter,Dorchester,42.29189,-71.0574,Private room,70.0,29,104,9/10/2022,1.2,3,330,0,STR-397983
18584891.0,"◇Cape Cod Suite, with Private Bath ◇",31035862,Roger Michael,Dorchester,42.29402,-71.06196,Private room,151.0,1,852,6/19/2024,9.84,3,112,115,str-482961
18790023.0,Unwind from Boston in Comfy/Spacious PrivateRm,9705586,Estuardo,Roslindale,42.27801,-71.13446,Private room,110.0,2,92,10/9/2023,1.07,2,364,4,STR-401632
18875451.0,“The Sunset Room” at The Perthshire House.,16441460,Charles,Brighton,42.35418,-71.16776,Private room,109.0,1,225,6/15/2024,2.63,6,347,45,STR-453972
18875553.0,“The King's Room” at The Perthshire House.,16441460,Charles,Brighton,42.35401,-71.16776,Private room,114.0,1,94,6/2/2024,1.1,6,340,19,STR-453972
18875599.0,“The Pistachio Room” at The Perthshire House.,16441460,Charles,Brighton,42.35401,-71.16776,Private room,102.0,1,108,6/2/2024,1.26,6,337,16,STR-453972
18876533.0,“The In & Out Room” at The Perthshire House.,16441460,Charles,Brighton,42.35457,-71.16684,Private room,102.0,1,108,6/13/2024,2.35,6,348,25,STR-453972
19100282.0,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,Jamaica Plain,42.30308,-71.13398,Entire home/apt,500.0,3,21,8/14/2023,0.29,1,18,6,STR-398981
19102461.0,Private Room in very spacious JP House.( Lilac Rm),133457702,Selim,Jamaica Plain,42.32424,-71.10748,Private room,109.0,29,106,10/13/2023,1.24,9,109,2,STR-414742
19117781.0,"◇Cozy Townhouse Suite, with Private Bath ◇",31035862,Roger Michael,Dorchester,42.29366,-71.06422,Private room,145.0,1,817,6/19/2024,9.56,3,70,122,STR-482961
19140676.0,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,Dorchester,42.31343,-71.05495,Private room,80.0,2,187,6/16/2024,2.18,1,312,32,STR-523314
19149341.0,Fun Houseboat,3029783,Deborah,Charlestown,42.37579,-71.04981,Entire home/apt,223.0,2,101,10/7/2023,1.2,3,253,9,STR-416892
19199379.0,Country Style.Boston Logan Airport & Train 3 bed.,9073339,Elisangela,East Boston,42.3798,-71.0347,Entire home/apt,283.0,1,393,6/16/2024,4.61,3,305,53,STR-398048
19308245.0,"Beacon Hill, J. Miller Flats - Studio Flat #9",814298,Thatch,Beacon Hill,42.35956,-71.07184,Entire home/apt,256.0,1,125,3/5/2024,1.48,53,98,10,Exempt: This listing is a hotel or motel
19310183.0,Family Home + Near Downtown + Cool Backyard!,18275791,Rob,East Boston,42.36645,-71.0298,Entire home/apt,357.0,4,160,5/29/2024,1.89,1,272,61,STR-462198
19358947.0,Downtown- on the Boston Common,799496,Kj,Downtown,42.35161,-71.06457,Entire home/apt,342.0,29,205,7/25/2022,2.43,6,166,0,Exempt: This listing is a unit used for furnished institutional or business stays
19364110.0,Large clean private room close to downtown,80570686,Siena,Mission Hill,42.33209,-71.1015,Private room,129.0,2,145,5/27/2024,1.71,4,151,31,STR-434886
19366533.0,Boston step a train&bus  beautiful house,4546050,Margarita,West Roxbury,42.27971662,-71.1604324,Private room,69.0,5,35,6/19/2024,0.5,4,358,6,STR-520919
19373388.0,Classic New England apartment on MBTA Red line,116319471,Greg And Alicia,Dorchester,42.29031,-71.06681,Entire home/apt,110.0,29,117,6/13/2024,1.37,2,79,8,Exempt: This listing is a unit used for furnished institutional or business stays
19473060.0,“The Sanctuary Room” at The Perthshire House.,16441460,Charles,Brighton,42.35397,-71.16775,Private room,112.0,1,136,5/30/2024,1.62,6,345,19,STR-453972
19484144.0,Quirky studio in Jamaica Plain,17844905,Susan,Jamaica Plain,42.31387,-71.10864,Entire home/apt,85.0,2,119,6/2/2024,1.41,2,17,15,str-460147
19540224.0,Free Parking at Newly Renovated 1 Bed Basement Unt,130680380,Jodie,Fenway,42.3494,-71.09566,Entire home/apt,76.0,9,215,3/23/2024,2.54,28,362,8,STR-521905
19727919.0,Shelly's Bunk Room,139072570,Lance And Shelly,East Boston,42.38138,-71.02312,Private room,71.0,1,715,6/19/2024,8.48,5,94,168,STR-398249
19969497.0,*Modern City Triplex!! *Close to Center,28662210,Terry,Roxbury,42.33016,-71.09527,Entire home/apt,575.0,3,165,5/17/2024,1.97,5,108,19,STR446660
19997604.0,Back Bay Apartment near MIT and Newbury Street,51079261,Riverside,Fenway,42.35095,-71.09009,Entire home/apt,230.0,2,65,6/14/2024,0.78,1,194,19,STR-447567
20137039.0,Beautiful condo with city benefits,32755249,Dennis,Dorchester,42.31947,-71.05538,Entire home/apt,344.0,2,87,6/3/2024,1.05,1,65,21,STR-422449
20152689.0,Cozy Room in the Heart of Boston (MGH/Downtown),95634275,Sophia,Beacon Hill,42.36019,-71.064,Private room,131.0,29,199,6/2/2024,2.39,7,231,6,Exempt: This listing is a unit used for furnished institutional or business stays
20229074.0,Great South End / Back Bay location! 1 bed condo,84699905,Jack,South End,42.34631,-71.07188,Entire home/apt,298.0,3,112,6/16/2024,1.35,1,84,23,STR-383890
20237145.0,"Bright and Spacious 3 BedR., 1 bath",66645251,Mary,Dorchester,42.30427,-71.06056,Entire home/apt,191.0,1,148,6/7/2024,1.77,2,153,38,STR-420486
20446955.0,Your Other Home in a Different Town,51772323,Vanessa,Hyde Park,42.26724,-71.10521,Private room,80.0,91,19,5/21/2019,0.23,2,179,0,STR-415873
20479416.0,Shelly's Eclectic Room,139072570,Lance And Shelly,East Boston,42.38138,-71.02312,Private room,72.0,1,592,6/20/2024,7.12,5,109,135,STR-398249
20634420.0,Friendly family single room,27871799,Althea,Mattapan,42.2765,-71.07733,Private room,90.0,1,53,5/19/2024,0.64,6,19,5,STR-415974
20649310.0,Comfort and convenience in a Victorian home,42379994,Kenneth,Roslindale,42.27975,-71.12545,Private room,98.0,1,110,6/7/2024,1.33,1,358,29,STR-528093
20723594.0,Lower level private room and bath in Savin Hill,72139831,Robin,Dorchester,42.31016,-71.05332,Private room,75.0,1,254,6/16/2024,3.07,4,234,48,STR-383474
20747657.0,Nice  Room. Walking distance to new train Station,148594740,Brunir,Hyde Park,42.2721,-71.1081,Private room,80.0,2,66,10/29/2023,0.8,2,365,13,STR-484028
20754696.0,Cozy Private Garden Studio near the Heart of JP,883209,Ann & Esther,Jamaica Plain,42.30615,-71.11674,Entire home/apt,119.0,3,201,6/20/2024,2.44,1,57,27,STR-383301
20785742.0,Symphony Place,148963669,Richard And Vicki,Fenway,42.34132,-71.08615,Entire home/apt,200.0,2,330,6/21/2024,4.0,1,65,80,STR-409563
20858430.0,"Stylish, Comfortable Luxury | Near T",149617117,Demetrios,Roxbury,42.33091,-71.09205,Entire home/apt,381.0,10,83,5/4/2024,1.01,1,299,8,Exempt: This listing is a unit used for furnished institutional or business stays
20868619.0,3 Bedroom Apartment with Parking,117861820,Kevin,Brighton,42.35949097,-71.14155792,Entire home/apt,403.0,2,390,6/2/2024,4.75,3,128,61,STR-413796
20903558.0,Sunny room and private bathroom- Brighton center,1521296,Yossi,Brighton,42.346,-71.15535,Private room,80.0,3,106,4/16/2024,1.29,2,112,20,STR-545004
20978478.0,Escape Noisy Boston in Modern/Bright PrivateRoom,9705586,Estuardo,Roslindale,42.27782,-71.13332,Private room,100.0,2,60,4/16/2024,0.73,2,364,6,STR-401632
21025191.0,Private room.  Very close to new train Station,148594740,Brunir,Hyde Park,42.27076,-71.10598,Private room,80.0,2,55,5/26/2024,0.67,2,363,13,STR-484028
21182192.0,Location! Parking for Rent. Private Deck!,96442537,Margarita,Bay Village,42.34971,-71.06862,Entire home/apt,307.0,2,389,6/13/2024,4.77,1,78,49,STR-408041
21190750.0,Two by Sea Suite King Bed/Twin Bed PVT Bath Entry,52881930,Bill And Maureen,South Boston,42.33451,-71.02731,Entire home/apt,162.0,2,451,6/9/2024,5.72,3,79,55,STR-398624
21238858.0,Boston/Brookline Private 1 BR/Bath w/ Free Parking,147418936,Dana And Andrew,Allston,42.34745,-71.14036,Entire home/apt,129.0,2,409,6/16/2024,5.01,1,284,79,STR-446839
21350397.0,Astonishing 1 Bed South End Boston's Best Location,154540888,Stephanie,South End,42.3440581,-71.0700076,Entire home/apt,357.0,3,215,5/26/2024,2.66,2,237,26,STR-545132
21486679.0,"Stylish Studio in the Back Bay, on Newbury St; #9",22348222,Maverick,Back Bay,42.34979,-71.08262,Entire home/apt,295.0,1,169,4/28/2024,2.17,87,283,9,STR-445401
21624391.0,"Clean, spacious condo just steps from the MBTA",202410,Erin,Brighton,42.34351,-71.15211,Entire home/apt,307.0,2,157,5/6/2024,2.08,1,204,19,STR-400150
21701419.0,"Private High-Rise, River-View Bedroom Near MGH",6574212,Jim,West End,42.36441,-71.0686,Private room,110.0,29,57,6/1/2024,0.71,3,167,11,STR-531644
21769647.0,Angela’s Comfy 1BR,158218784,Angela,Dorchester,42.29286,-71.07486,Private room,165.0,4,276,6/13/2024,3.47,1,146,14,STR-445530
21799918.0,Large apartment for up to 8 ppl/1st floor,127718668,Muny,Dorchester,42.31345,-71.05631,Entire home/apt,89.0,1,43,5/8/2024,0.55,4,229,13,STR-423861
21800425.0,Large apartment for up to 8 ppl/2nd floor,127718668,Muny,Dorchester,42.31345,-71.05631,Entire home/apt,109.0,1,32,6/19/2024,0.4,4,237,16,STR-423861
21802497.0,Large apartment for up to 8 ppl/3rd floor,127718668,Muny,Dorchester,42.31345,-71.05631,Entire home/apt,273.0,1,58,5/30/2024,0.74,4,231,12,STR-423861
21897391.0,Beautiful Back Bay Duplex rental,392021,Karen,Back Bay,42.3495636,-71.08756256,Entire home/apt,1150.0,4,10,4/13/2024,0.14,1,307,4,STR-544954
22013980.0,Now avail. Jamaica Pd and Arboretum 20 min Boston,160750677,Phyllis,Jamaica Plain,42.30595016,-71.12496185,Entire home/apt,209.0,3,129,6/14/2024,1.74,1,320,15,STR-461050
22099733.0,"★ Chic, Clean & Large ★ Professionally Cleaned! ★",69587,Boris & Susan,East Boston,42.38041,-71.03189,Private room,112.0,1,684,6/19/2024,8.69,8,359,85,STR-399362
22267104.0,Boston’s History Gem: One by Land Suite,52881930,Bill And Maureen,South Boston,42.33451,-71.02731,Entire home/apt,169.0,2,450,6/12/2024,5.79,3,71,58,STR-398624
22306805.0,"3 BR Private Family Home, S. Boston/Seaport/BCEC",161161895,Shelby,South Boston,42.33712,-71.03903,Entire home/apt,326.0,1,346,6/4/2024,4.38,2,174,64,STR-383143
22327139.0,"★ Clean, Modern & Bright ★ Great Location ★",69587,Boris & Susan,East Boston,42.37855,-71.03157,Private room,112.0,1,726,6/18/2024,9.2,8,357,108,STR-399362
22327141.0,"★ Spacious, Modern & Comfy★Professionally Cleaned!",69587,Boris & Susan,East Boston,42.37874,-71.03119,Private room,112.0,1,686,6/18/2024,8.69,8,357,112,STR-399362
22327142.0,"★ Bright, Sunny & Clean ★ Professionally Cleaned!",69587,Boris & Susan,East Boston,42.38038,-71.02937,Private room,112.0,1,585,6/11/2024,7.42,8,357,81,STR-399362
22627055.0,The Boston Christopher Grand Studio Suite,48494513,Inn Boston,South End,42.34334776,-71.07944082,Entire home/apt,200.0,29,4,3/1/2020,0.05,8,178,0,STR-423341
22627198.0,The Boston Christopher Grand Studio Suite,48494513,Inn Boston,South End,42.34176,-71.07814,Entire home/apt,200.0,29,3,8/13/2019,0.04,8,363,0,STR-423347
22651814.0,Comfy Den w/ Bath in Rozzie - females only,15396970,Linda,Roslindale,42.28497,-71.13567,Private room,68.0,2,42,5/25/2024,0.56,2,116,10,STR-530774
22714438.0,Stunning South End Loft! Walk to Restaurants,37327467,Melissa,South End,42.34167,-71.07539,Entire home/apt,140.0,29,98,5/26/2024,1.28,1,123,1,STR-413762
22788158.0,*Victorian Brownstone heart of the South End!,4882636,Roland,South End,42.34218,-71.07716,Entire home/apt,463.0,2,379,5/27/2024,4.9,1,138,37,STR-532458
22840213.0,The Harvard Room conveniently near BC & Harvard,117861820,Kevin,Brighton,42.35972,-71.1417,Entire home/apt,487.0,2,310,6/8/2024,3.97,3,61,21,STR-413793
22886713.0,Boston College Room conveniently near Harvard & BC,117861820,Kevin,Brighton,42.35971,-71.14282,Entire home/apt,155.0,2,336,6/18/2024,4.31,3,68,25,STR-413793
22918412.0,Stylish garden level studio with a private patio,17266141,Ali,East Boston,42.37154,-71.03688,Entire home/apt,155.0,2,192,6/20/2024,6.91,1,239,82,STR-465279
23128943.0,"Beautiful High-Rise, River Views, in Doorman Condo",6574212,Jim,West End,42.36558533,-71.06755066,Private room,105.0,29,43,5/24/2024,0.56,3,287,3,STR-397968
23149016.0,Boston Spirit (Entire Home),169085368,Yionel,Mattapan,42.26952,-71.10182,Entire home/apt,216.0,3,42,6/9/2024,0.54,1,58,3,STR-558898
23252361.0,Large 1-Bed. Condo in the Heart of the North End,173057387,Tim,North End,42.36551,-71.05513,Entire home/apt,373.0,2,277,6/14/2024,3.65,1,245,54,STR-483621
23287236.0,Lrge 2 Bed/Bath by MGH Fast Wifi 100 mbps Best Loc,20079643,Alex @ Bcohousing,West End,42.36534,-71.06733,Entire home/apt,423.0,60,9,12/22/2022,0.13,11,238,0,Exempt: This listing is a unit used for furnished institutional or business stays
23289684.0,Large 1BD Apt by MGH Fast WI-FI Quite Safe BST LOC,20079643,Alex @ Bcohousing,West End,42.36362,-71.07038,Entire home/apt,297.0,75,13,9/24/2023,0.19,11,294,1,Exempt: This listing is a unit used for furnished institutional or business stays
23304072.0,The Boston Christopher One Bedroom,48494513,Inn Boston,South End,42.342,-71.07939,Entire home/apt,199.0,29,9,8/1/2020,0.12,8,365,0,STR-423343
23304141.0,The Boston Christopher One Bedroom,48494513,Inn Boston,South End,42.34229,-71.07777,Entire home/apt,229.0,29,13,2/29/2020,0.18,8,365,0,STR-423346
23304442.0,The Boston Christopher Studio Suite,48494513,Inn Boston,South End,42.34199,-71.07824,Entire home/apt,149.0,29,23,3/1/2020,0.31,8,178,0,STR-423345
23321493.0,"2bed/2bath,River View, Seconds from Mass General H",20079643,Alex @ Bcohousing,West End,42.36347,-71.0699,Entire home/apt,423.0,75,12,9/23/2023,0.16,11,345,1,Exempt: This listing is a unit used for furnished institutional or business stays
23487191.0,Fort Hill Top - 1Fr - Guest Rm Jamaica Plain/Roxb,8513158,Kevin,Roxbury,42.32564,-71.09406,Private room,50.0,45,20,12/29/2023,0.27,3,162,4,STR-383293
23592161.0,"Cozy, Modern & Central 1 bed close to waterfront.",40132620,Dr. Robert,North End,42.36595,-71.05406,Entire home/apt,285.0,12,146,5/25/2024,1.95,1,276,6,STR-461118
23761996.0,"2Bed/2Bath, Modern Bldg  Across MGH W/D In Suite",20079643,Alex @ Bcohousing,West End,42.36456,-71.06923,Entire home/apt,423.0,75,16,10/26/2023,0.26,11,311,2,Exempt: This listing is a unit used for furnished institutional or business stays
23805314.0,The Red Door Carriage House,12369993,David,West Roxbury,42.28996,-71.1459,Entire home/apt,250.0,3,241,6/18/2024,3.19,1,250,39,STR-408842
23805779.0,"Beautiful home near the City, Home away from home.",157054088,Ian,Dorchester,42.30049,-71.0779,Private room,65.0,91,21,9/3/2022,0.28,1,180,0,STR-416212
23841523.0,Lrge 1 BR Apt | Water View | Fast WiFi | Best Loc.,20079643,Alex @ Bcohousing,West End,42.36563,-71.06834,Entire home/apt,297.0,75,11,3/15/2024,0.15,11,333,2,Exempt: This listing is a unit used for furnished institutional or business stays
23872975.0,Luxe Historic Elegance Overlooking Thompson Square,149379579,Kristen,Charlestown,42.37648,-71.06444,Entire home/apt,389.0,4,98,6/12/2024,1.35,1,101,18,STR-418356
23912131.0,Quite 1 Bd Apt near Massachusetts General Hospital,20079643,Alex @ Bcohousing,West End,42.36393,-71.069,Entire home/apt,297.0,75,18,3/21/2024,0.24,11,310,3,Exempt: This listing is a unit used for furnished institutional or business stays
24079621.0,Victorian 3rd Floor Unit,66645251,Mary,Dorchester,42.30441,-71.06202,Entire home/apt,142.0,1,155,6/6/2024,2.08,2,79,39,STR-424305
24186330.0,"Rusty's 1st Floor Queen Bedroom, Private Bath",19197577,Ken,Roslindale,42.28471,-71.12891,Private room,139.0,3,53,6/7/2024,0.7,5,293,19,STR-476406
24193805.0,"Rusty's 2nd Floor Double Bedroom, Shared Bath",19197577,Ken,Roslindale,42.28471,-71.12891,Private room,119.0,3,35,5/14/2024,0.47,5,311,14,STR-476406
24231732.0,1 Mile To Downtown Boston in a 2 Bedroom.,122568097,Nick,Roxbury,42.32586,-71.09651,Entire home/apt,150.0,28,86,8/8/2020,1.15,4,138,0,STR-414837
24261049.0,Boston's Best Vacation Home,50017024,Victor,Mattapan,42.27467,-71.07362,Entire home/apt,217.0,29,40,11/24/2023,1.33,1,274,9,STR-460948
24265005.0,Eclectic 2 bd. apt in Victorian artist home.,145681148,Marianne,Jamaica Plain,42.30537,-71.11748,Entire home/apt,185.0,2,45,6/11/2024,0.62,2,16,5,STR-414689
24347267.0,"Rusty's 2nd Floor Queen Bedroom, Shared Bath",19197577,Ken,Roslindale,42.28471,-71.12891,Private room,139.0,3,29,6/17/2024,0.39,5,315,7,STR-476406
24378766.0,Downtown Theater District & Boston Common Park,799496,Kj,Downtown,42.35202,-71.06486,Entire home/apt,342.0,29,123,6/26/2023,1.64,6,166,1,Exempt: This listing is a unit used for furnished institutional or business stays
24401790.0,comfortable and cozy,10692181,Francisco,Jamaica Plain,42.31069,-71.10282,Entire home/apt,153.0,2,145,6/12/2024,1.94,6,236,19,Str-545241
24471492.0,Melville Park Penthouse,10085529,Joshua,Dorchester,42.29523,-71.06828,Private room,130.0,2,155,6/9/2024,2.07,1,44,22,STR-383178
24484501.0,Top of the World,114515516,William,Charlestown,42.38217363,-71.07929664,Entire home/apt,914.0,3,207,6/16/2024,2.79,1,289,29,STR-414759
24563107.0,Sunny 2Bed Apt River View By Mass General Hospital,20079643,Alex @ Bcohousing,West End,42.3649,-71.06838,Entire home/apt,423.0,60,21,5/18/2024,0.37,11,298,4,Exempt: This listing is a unit used for furnished institutional or business stays
24598387.0,"Beautiful, spacious South Boston Condo, Near T",1788949,Greg,South Boston,42.33068,-71.05393,Entire home/apt,390.0,2,243,6/16/2024,3.24,1,51,52,STR-518244
24598890.0,Yellow Quiet room,27871799,Althea,Mattapan,42.27555,-71.07597,Private room,100.0,1,26,8/27/2023,0.35,6,329,2,STR-415974
24633212.0,Clean room near Longwood,80570686,Siena,Mission Hill,42.33097,-71.10023,Private room,109.0,2,160,5/25/2024,2.15,4,151,32,STR-434886
24645479.0,Spacious sun-filled room near Longwood,80570686,Siena,Mission Hill,42.33091,-71.10255,Private room,119.0,2,96,5/26/2024,1.32,4,161,24,STR-434886
24647800.0,Sunny large room with views and private bath,80570686,Siena,Mission Hill,42.33206,-71.10185,Private room,149.0,2,114,5/25/2024,1.54,4,141,19,STR-434886
24685384.0,Rusty's 2 Bedrooms with Shared Bath and Half-Bath,19197577,Ken,Roslindale,42.28471,-71.12891,Private room,258.0,3,14,6/2/2024,0.19,5,309,4,STR-476406
24749244.0,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,Maverick,South End,42.34448,-71.07636,Entire home/apt,147.0,1,111,5/17/2024,1.51,87,225,20,STR-441241
24783227.0,"Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,Jessica,Dorchester,42.31286,-71.06249,Entire home/apt,130.0,2,193,6/7/2024,2.59,3,275,33,STR-547060
24845439.0,Boston Home Great Location,187813188,Booker,Jamaica Plain,42.31508,-71.10125,Private room,120.0,1,265,6/16/2024,3.56,2,258,35,STR-545181
24944930.0,Shelly's Place Cozy,139072570,Lance And Shelly,East Boston,42.38136,-71.0231,Private room,70.0,1,765,6/20/2024,10.32,5,115,161,STR-398249
24971621.0,Modern Basement with Convenient Transportation,186235436,Yanlin,West Roxbury,42.27546,-71.16958,Private room,90.0,3,95,6/3/2024,1.28,2,291,23,STR-532119
24992422.0,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine And Dan,Charlestown,42.37708,-71.0604,Entire home/apt,248.0,2,304,5/28/2024,4.11,1,87,45,STR-515663
25326962.0,"#3 Maverick MBTA clean, comfy private room",183805757,Claire,East Boston,42.36779,-71.03897,Private room,98.0,2,429,6/4/2024,5.8,4,55,66,STR-398959
25328440.0,"#2 Maverick MBTA clean, comfy, private Room",183805757,Claire,East Boston,42.36805,-71.03759,Private room,97.0,2,424,6/6/2024,5.73,4,51,67,STR-398959
25429787.0,2 sunny guest rooms in 1920s flat amid parks+cafés,191880,Fabien,Jamaica Plain,42.31522,-71.11218,Private room,128.0,4,76,6/7/2024,1.33,1,22,15,STR-511486
25576444.0,SouthEnd Penthouse,34719298,Michael,South End,42.34226,-71.07881,Entire home/apt,292.0,2,181,5/24/2024,2.46,1,21,29,STR-405587
25770647.0,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,Downtown,42.35529,-71.06087,Entire home/apt,469.0,2,362,6/20/2024,4.93,2,287,71,STR-413172
25775084.0,Comfortable & Convenient in Boston w Free Parking!,62852803,Tina,West Roxbury,42.28023,-71.16944,Private room,82.0,91,27,8/26/2022,0.37,1,365,0,STR-460484
25933888.0,BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,9073339,Elisangela,East Boston,42.378841,-71.034821,Entire home/apt,279.0,1,263,6/18/2024,3.64,3,283,60,STR-398048
26013456.0,A_Spacious room easy commute to Boston Downtown.,89328922,Ehab,Dorchester,42.32243,-71.05676,Private room,83.0,1,94,6/9/2024,1.35,13,171,45,Exempt: This listing is a unit that has contracts with hospitals
26163695.0,Bina’s Home away from Home 3,153568352,Frederick Sabina,Mattapan,42.27808,-71.08717,Private room,130.0,2,88,5/19/2024,1.24,5,177,7,STR-445640
26252951.0,Southie Home | Walk to Beach | with Patio,110658696,Victoria,South Boston,42.33175,-71.04824,Private room,200.0,1,83,6/20/2024,1.14,1,80,19,STR-519059
26828892.0,Shelly's Swan Room,139072570,Lance And Shelly,East Boston,42.38137,-71.02311,Private room,80.0,1,702,6/18/2024,9.72,5,91,136,STR-398249
27158560.0,Beautiful South Boston Private Space in Condo,42530911,Eda,South Boston,42.332897,-71.039543,Private room,148.0,2,232,6/17/2024,3.24,1,147,55,STR-540793
27168524.0,Classic Boston Brownstone - Walk to Everything,23576640,Gearoid (Griff),South End,42.34637,-71.07145,Private room,118.0,1,370,6/13/2024,5.18,2,45,71,STR-545901
27203329.0,"#1 Maverick MBTA clean, comfy, private room",183805757,Claire,East Boston,42.36908,-71.03937,Private room,98.0,2,348,6/7/2024,4.87,4,0,53,STR-398959
27323777.0,Vintage Studio in Beacon Hill. Walk Everywhere,95634275,Sophia,Beacon Hill,42.35945,-71.06551,Entire home/apt,203.0,29,79,3/21/2024,1.1,7,290,5,Exempt: This listing is a unit used for furnished institutional or business stays
27339519.0,Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN,202862511,Frank & Delilah,Roxbury,42.32685,-71.09683,Entire home/apt,234.0,2,368,6/19/2024,5.15,1,95,55,STR-544885
27404136.0,"2 Bed Apt By Boston Childrens Hosptial, Brigham Hp",20079643,Alex @ Bcohousing,Mission Hill,42.33351,-71.10182,Entire home/apt,299.0,75,19,9/1/2023,0.34,11,323,1,Exempt: This listing is a unit used for furnished institutional or business stays
27503398.0,Light-Filled Luxury Apartment with View,113533375,Devora,Roxbury,42.32489,-71.09417,Entire home/apt,275.0,2,280,6/16/2024,3.96,1,214,67,STR-545072
27639994.0,Perfect Room in the South End for solo adventurer,23576640,Gearoid (Griff),South End,42.34504,-71.07375,Private room,131.0,1,213,6/13/2024,2.99,2,58,63,STR-545901
27669626.0,"Downtown Boston, Near South Station Bus Terminal",208829554,Ping,Chinatown,42.35034,-71.0619,Entire home/apt,215.0,91,148,3/3/2024,2.11,3,175,1,STR-399153
27810970.0,Alaska Street R53,188939923,Mort,Roxbury,42.32192,-71.07855,Private room,69.0,3,60,6/7/2024,0.85,7,256,14,STR-415018
27904192.0,Large 2 Bed/ 2 Bath | Modern Building | Across MGH,20079643,Alex @ Bcohousing,West End,42.364277,-71.068024,Entire home/apt,420.0,75,7,6/1/2023,0.1,11,238,0,Exempt: This listing is a unit used for furnished institutional or business stays
27906365.0,Alaska Street R51,188939923,Mort,Roxbury,42.32003,-71.07826,Private room,75.0,3,57,6/15/2024,0.81,7,234,13,STR-415018
27990313.0,Bina’s Home Away from Home Cozy Master Suite,153568352,Frederick Sabina,Mattapan,42.27844,-71.08499,Private room,145.0,2,60,4/15/2024,0.85,5,180,6,STR-445640
27990984.0,Bina’s Home away from Home 2,153568352,Frederick Sabina,Mattapan,42.27684,-71.0851,Private room,125.0,2,72,10/30/2023,1.02,5,180,2,STR-445640
27992316.0,Boston guest suite,157579197,Jonathan,Brighton,42.34121,-71.15163,Entire home/apt,141.0,2,328,6/6/2024,4.67,1,57,48,STR-544907
28027835.0,Large Modern 2 Bed Apt 2 Bath By MGH W/D in Suite,20079643,Alex @ Bcohousing,West End,42.36456,-71.06923,Entire home/apt,424.0,75,6,6/1/2024,0.1,11,306,2,Exempt: This listing is a unit used for furnished institutional or business stays
28036142.0,Bina’s Home away from home 6,153568352,Frederick Sabina,Mattapan,42.27726,-71.08517,Private room,125.0,2,73,10/15/2023,1.07,5,180,5,STR-445640
28071995.0,Lower Mills Guest Suite,18465514,Bj,Mattapan,42.27595,-71.07805,Entire home/apt,176.0,2,112,6/15/2024,1.7,1,27,11,STR-445592
28302081.0,La Casa Boheme - Upstairs First Bedroom,59978794,Gianni,Roxbury,42.320481,-71.090593,Private room,65.0,29,35,5/3/2024,0.5,3,300,5,STR-398672
28440873.0,North end Luxury Condo - Walk To It All,214706437,Rachel,North End,42.36662,-71.05574,Entire home/apt,300.0,2,156,6/6/2024,2.23,2,202,32,STR-515320
28578655.0,"Mount Restwell, Serenity Vicinity",44581223,Andre,Hyde Park,42.25086,-71.11469,Private room,66.0,29,19,10/1/2023,0.28,5,310,2,STR-416718
28749495.0,Alaska Street R43,188939923,Mort,Roxbury,42.32045,-71.07794,Private room,97.0,3,60,11/30/2023,0.86,7,261,5,STR-415018
28770914.0,"Big room ,clean and comfortable .Room 2",215660864,Michael,Dorchester,42.29224,-71.07328,Private room,79.0,91,30,8/31/2022,0.43,2,180,0,Exempt: This listing is a unit used for furnished institutional or business stays
28867304.0,Alaska Street R42,216849347,Jeana,Roxbury,42.32142,-71.08007,Private room,79.0,3,79,6/15/2024,1.14,3,179,24,STR-415018
28912741.0,Simple South Boston Stays (entire place),217940047,Kiki,South Boston,42.336525,-71.054451,Entire home/apt,194.0,2,57,5/22/2024,0.83,1,68,15,STR-544891
28915006.0,Special and Breathtaking East Boston studio,92025425,Rohn,East Boston,42.38793,-71.00376,Private room,121.0,1,82,6/18/2024,1.19,1,69,39,STR-479029
29082416.0,Brighton,16016039,Amaro,Brighton,42.36203,-71.14292,Private room,85.0,29,80,10/1/2023,1.16,1,269,1,STR-410791
29134558.0,"15min T to Downtown, Walk to airport & subway",29684380,Totana,East Boston,42.38237,-71.02006,Private room,91.0,1,607,6/8/2024,8.75,3,78,125,STR-439433
29216550.0,ROOM B,220130358,Keith,West Roxbury,42.27125,-71.14898,Private room,64.0,1,93,5/25/2024,1.34,4,58,18,STR-443076
29217663.0,ROOM A,220130358,Keith,West Roxbury,42.27184,-71.1511,Private room,64.0,1,76,4/28/2024,1.1,4,89,5,STR-443076
29217949.0,ROOM C,220130358,Keith,West Roxbury,42.27302,-71.14923,Private room,64.0,1,108,6/3/2024,1.56,4,86,18,STR-443076
